朝代;年;月;公历年;季;衙门;官职;官职简写;官员;品级;身份;名;公历年次数;又名;民族;旗分;旗分（或）;爵位;科举;科举（其他）
同治;九;9;1870;9;副都统;锦州副都统;副都统;副都统;从二;;古尼音布;3;;满洲;正蓝;;;;
同治;十三;1;1874;1;副都统;锦州副都统;副都统;副都统;从二;;古尼音布;3;;满洲;正蓝;;;;
光绪;;;;;副都统;锦州副都统;副都统;副都统;从二;;古尼音布;3;;满洲;正蓝;;;;
乾隆;五十六;4;1790;4;副都统;锦州副都统;副都统;副都统;从二;;台斐英;1;台斐音;满洲;镶蓝;;;;
咸丰;四;6;1854;6;副都统;墨尔根副都统;副都统;副都统;从二;;台桑阿;1;;;;;;;
乾隆;五十九;;1793;;副都统;锦州副都统;副都统;副都统;从二;觉罗;台费荫;1;;满洲;正黄;;;;
顺治;一;3;1644;3;副都统;宁远副都统;副都统;副都统;从二;;叶克舒;1;;满洲;正黄;;;;
康熙;六;2;1667;2;副都统;盛京副都统;副都统;副都统;从二;宗室;叶尔素;1;聂里苏;满洲;正黄;;;;
乾隆;一;8;1723;8;吉林将军;吉林将军;将军;将军;从一;;吉党阿;1;;满洲;正黄;;;;
道光;五;11;1826;11;副都统;三姓副都统;副都统;副都统;从二;;吉勒通阿;1;;满洲;镶白;;协领;;
道光;十三;6;1833;6;副都统;伯都讷副都统;副都统;副都统;从二;;吉勒通阿;1;;满洲;镶白;;协领;;
同治;十一;10;1872;10;副都统;黑龙江副都统;副都统;副都统;从二;;吉尔洪额;1;吉勒洪额;满洲;正白;;甲兵;;
道光;二十二;12;1842;12;奉天府;奉天府府尹;府尹;府尹;正三;;吉年;1;;满洲;镶蓝;;;举人;
嘉庆;二;5;1797;5;副都统;吉林副都统;副都统;副都统;从二;;吉禄;1;;满洲;正黄;;;监生;
光绪;三;7;1877;7;副都统;兴京副都统;副都统;副都统;从二;;同吉;1;;满洲;正红;;;;
道光;一;6;1821;6;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;同麟;1;;满洲;镶红;;;翻译进士;
嘉庆;二十三;6;1818;6;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;同麟;1;;满洲;镶红;;;翻译进士;
雍正;十一;7;1733;7;奉天府;奉天府府尹;府尹;府尹;正三;;吕耀会;1;;汉;;;;进士;
光绪;十八;8;1892;8;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;;启秀;1;;满洲;正白;;;进士;
光绪;五;6;1879;6;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;启秀;2;;满洲;正白;;;进士;
光绪;;;;;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;启秀;2;;满洲;正白;;;进士;
光绪;八;6;1882;6;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;启秀;1;;满洲;正白;;;进士;
顺治;十七;2;1660;2;将军衙门;将军;昂邦章京;昂邦章京;从一;;吴库礼;1;乌库喱;满洲;正蓝;;;;
康熙;一;;1662;;奉天将军;盛京将军;将军;将军;从一;;吴库礼;1;;满洲;正蓝;;;;
乾隆;三;4;1783;4;奉天府;奉天府府尹;府尹;府尹;正三;;吴应枚;1;;汉;;;;进士;
天聪;五;;1620;;乌拉宁古塔将军衙门;昂邦章京;昂邦章京;昂邦章京;;;吴把哈把图鲁;1;;;正黄;;;;
康熙;七;9;1668;9;将军衙门;将军;将军;将军;从一;;吴玛护;1;武玛瑚、吴玛琥;满洲;正白;;;;
乾隆;十八;;1753;;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;吴达善;1;;满洲;正红;;;进士;
乾隆;十七;2;1752;2;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;吴达善;1;;满洲;正红;;;进士;
雍正;六;2;1728;2;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;吴达礼;1;;满洲;;;;;
道光;十九;8;1839;8;奉天府;奉天府府尹;府尹;府尹;正三;;呈麟;1;;满洲;正蓝;;;进士;
乾隆;二十九;;1764;;副都统;黑龙江副都统;副都统;副都统;从二;;呼尔奇;1;;满洲;正白;;;;
顺治;一;8;1644;8;将军衙门;将军;内大臣;内大臣;从一;;和乐会;1;何洛会;满洲;镶白;;;;
道光;十五;12;1835;12;副都统;盛京副都统;副都统;副都统;从二;;和伦;1;;满洲;镶蓝;;;;
道光;十五;12;1835;12;副都统;阿勒楚喀副都统;副都统;副都统;从二;;和伦;1;;满洲;镶蓝;;;;
乾隆;十四;;1749;;副都统;伯都讷副都统;副都统;副都统;从二;;和保;1;;满洲;正黄;;;;
雍正;七;4;1729;4;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;和善;1;;满洲;镶白;;;;
嘉庆;十六;3;1811;3;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;和宁;1;和瑛;蒙古;镶黄;;;进士;
嘉庆;十九;4;1814;4;副都统;盛京副都统;副都统;副都统;从二;;和宁;1;;;;;;进士;
咸丰;十一;10;1861;10;奉天府;奉天府府尹;兼管奉天府府尹;兼管奉天府府尹;正三;宗室;和润;2;;满洲;镶蓝;;;进士;
咸丰;七;10;1857;10;奉天府;奉天府府尹;府尹;府尹;正三;宗室;和润;2;;满洲;镶蓝;;;进士;
咸丰;六;7;1856;7;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;宗室;和润;2;;满洲;镶蓝;;;进士;
咸丰;;;;;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;宗室;和润;2;;满洲;镶蓝;;;进士;
咸丰;十一;10;1861;10;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;宗室;和润;1;;满洲;镶蓝;;;进士;
嘉庆;十六;12;1811;12;盛京将军;盛京将军;将军;将军;从一;;和瑛;1;和宁;蒙古;镶黄;;;进士;
嘉庆;二十四;8;1819;8;副都统;伯都讷副都统;副都统;副都统;从二;;和福;1;;满洲;正白;;;;
道光;三;4;1823;4;副都统;宁古塔副都统;副都统;副都统;从二;;和福;1;;满洲;正白;;;;
道光;十二;4;1832;4;副都统;熊岳副都统;副都统;副都统;从二;;和福;1;;满洲;正白;;;;
嘉庆;二十一;6;1816;6;副都统;盛京副都统;副都统;副都统;从二;;和福;1;;满洲;正白;;;;
乾隆;二十一;;1756;;副都统;宁古塔副都统;副都统;副都统;从二;;和绷额;1;;满洲;正红;;;;
咸丰;二;10;1852;10;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;和色本;1;;满洲;正蓝;;;进士;
乾隆;四十三;11;1778;11;吉林将军;吉林将军;将军;将军;从一;;和隆武;1;;满洲;正黄;;子;;
道光;十五;9;1835;9;副都统;吉林副都统;副都统;副都统;从二;;咸龄;1;;;;;;;
道光;十五;;1835;;黑龙江将军;黑龙江将军;将军;将军;从一;;哈丰阿;2;;满洲;镶黄;;;;
道光;;;;;黑龙江将军;黑龙江将军;将军;将军;从一;;哈丰阿;2;;满洲;镶黄;;;;
康熙;八;;1669;;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;哈尔松噶;1;;满洲;正红;;;;
康熙;三十六;6;1697;6;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;哈山;1;哈三;满洲;镶红;;;官学生;
雍正;五;;1727;;吉林将军;吉林将军;将军;将军;从一;;哈达;1;;满洲;正蓝;;;;
嘉庆;十五;8;1810;8;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;;哈鲁堪;1;;满洲;正黄;;;监生;
嘉庆;十六;6;1811;6;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;哈鲁堪;1;;满洲;正黄;;;监生;
雍正;九;;1731;;副都统;伯都讷副都统;副都统;副都统;从二;;哲库纳;1;;满洲;正黄;;;;
乾隆;十九;9;1754;9;副都统;熊岳副都统;副都统;副都统;从二;;哲库纳;1;;满洲;镶黄;;;;
雍正;十三;4;1735;4;副都统;盛京副都统;副都统;副都统;从二;;哲库纳;1;;满洲;正黄;;;;
康熙;五十;12;1711;12;奉天将军;盛京将军;将军;将军;从一;;唐保柱;1;瑭保柱;满洲;镶黄;;;;
顺治;六;;1649;;乌拉宁古塔将军衙门;阿达哈哈番;阿达哈哈番;阿达哈哈番;;;喀尔喀;1;;满洲;正白;;;;
崇德;四;;1639;;乌拉宁古塔将军衙门;散骑郎;散骑郎;散骑郎;;;喀尔喀穆;1;;;镶黄;;;;
乾隆;三十八;2;1773;2;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;喀尔崇义;1;;满洲;镶白;;;;
乾隆;四十;10;1775;10;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;喀尔崇义;1;;满洲;镶白;;;;
康熙;三十二;;1693;;副都统;墨尔根副都统;副都统;副都统;从二;;喀特护;1;;满洲;正白;;;;
康熙;三十二;;1693;;副都统;黑龙江副都统;副都统;副都统;从二;;喀特护;1;;满洲;正白;;;;
康熙;三十七;;1698;;副都统;齐齐哈尔副都统;副都统;副都统;从二;;喀特护;1;;满洲;正白;;;;
咸丰;十一;1;1861;1;副都统;宁古塔副都统;副都统;副都统;从二;;喀通阿;1;;蒙古;正黄;;;;
咸丰;三;1;1853;1;副都统;熊岳副都统;副都统;副都统;从二;;喀通阿;1;;蒙古;正黄;;;;
咸丰;三;2;1853;2;副都统;阿勒楚喀副都统;副都统;副都统;从二;;喀通阿;1;;蒙古;正黄;;;;
道光;四;7;1824;7;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;善庆;1;;满洲;正蓝;;;进士;
咸丰;五;8;1855;8;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;宗室;善焘;1;;满洲;镶白;;;进士;
咸丰;三;6;1853;6;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;宗室;善焘;2;;满洲;镶白;;;进士;
咸丰;六;7;1856;7;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;宗室;善焘;2;;满洲;镶白;;;进士;
光绪;二十一;1;1895;1;奉天府;奉天府府尹;府尹;府尹;正三;;善联;1;;满洲;镶红;;;监生;
嘉庆;十八;4;1813;4;吉林将军;吉林将军;将军;将军;从一;;喜明;1;;满洲;正蓝;;;笔帖式;
嘉庆;二;8;1797;8;副都统;熊岳副都统;副都统;副都统;从二;;噶勒珠;1;;;;;;;
光绪;二十七;7;1896;7;副都统;阿勒楚喀副都统;副都统;副都统;从二;;噶噜岱;1;;满洲;正黄;;;;
康熙;四十二;;1703;;副都统;宁古塔副都统;副都统;副都统;从二;;噶尔图;1;;满洲;镶白;;;;
康熙;二十一;7;1682;7;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;噶尔图;1;;满洲;镶白;;;;
雍正;二;2;1724;2;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;噶尔图;1;;满洲;镶白;;;;
雍正;三;11;1725;11;奉天将军;盛京将军;将军;将军;从一;;噶尔弼;1;噶里弼;满洲;镶红;;;举人;
雍正;十一;2;1733;2;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;噶森;1;葛森;满洲;正蓝;;;监生;
道光;三十;6;1850;6;吉林将军;吉林将军;将军;将军;从一;;固庆;1;;满洲;正黄;;;举人;
乾隆;二十七;10;1762;10;黑龙江将军;黑龙江将军;将军;将军;从一;;国多欢;1;;满洲;镶红;;;;
道光;十四;8;1834;8;副都统;熊岳副都统;副都统;副都统;从二;觉罗;国祥;1;;满洲;正蓝;;;;
道光;十二;2;1832;2;副都统;盛京副都统;副都统;副都统;从二;觉罗;国祥;1;;满洲;正蓝;;;;
乾隆;十五;;1750;;奉天府;奉天府府尹;府尹;府尹;正三;;图尔泰;1;;满洲;镶黄;;;翻译举人;
康熙;二十六;3;1687;3;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;图尔臣;1;图尔宸;满洲;正白;;;状元;
康熙;二十八;;1679;;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;图尔臣;1;图尔宸;满洲;正白;;;状元;
雍正;八;;1730;;副都统;伯都讷副都统;副都统;副都统;从二;;图尔赛;1;图里赛;满洲;正白;;;;
雍正;五;10;1727;10;副都统;熊岳副都统;副都统;副都统;从二;;图尔赛;1;图里赛;满洲;正白;;;;
雍正;五;2;1727;2;副都统;盛京副都统;副都统;副都统;从二;;图尔赛;1;图里赛;满洲;正白;;;;
雍正;五;6;1727;6;副都统;锦州副都统;副都统;副都统;从二;;图尔赛;1;图里赛;满洲;镶蓝;;;;
道光;十三;11;1833;11;奉天府;奉天府府尹;府尹;府尹;正三;;图明额;1;;满洲;镶蓝;;;翻译生员;
嘉庆;十四;8;1809;8;副都统;熊岳副都统;副都统;副都统;从二;;图瓦尚啊;1;;;;;;;
嘉庆;十四;9;1809;9;副都统;吉林副都统;副都统;副都统;从二;;图瓦尚阿;1;;;;;;;
乾隆;一;;1736;;副都统;墨尔根副都统;副都统;副都统;从二;;图纳;1;;满洲;镶红;;;;
乾隆;七;;1744;;副都统;宁古塔副都统;副都统;副都统;从二;;图纳;1;;满洲;镶红;;;;
咸丰;三;5;1853;5;副都统;三姓副都统;副都统;副都统;从二;;图钦;1;;;;;;;
道光;二十四;4;1844;4;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;培成;2;;满洲;镶黄;;;;
道光;二十九;6;1849;6;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;培成;2;;满洲;镶黄;;;;
雍正;十;9;1732;9;黑龙江将军;黑龙江将军;将军;将军;从一;;塔尔岱;1;;满洲;镶蓝;;;;
乾隆;三十六;;1771;;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;塘古泰;1;;满洲;正蓝;;;文生员;
雍正;四;;1726;;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;增寿;1;;满洲;镶蓝;;;;
咸丰;五;2;1855;2;副都统;熊岳副都统;副都统;副都统;从二;宗室;增庆;1;;满洲;正蓝;;;;
乾隆;二十二;;1757;;副都统;吉林副都统;副都统;副都统;从二;;增海;1;;满洲;正蓝;;;;
乾隆;二十四;;1759;;副都统;宁古塔副都统;副都统;副都统;从二;;增海;1;;满洲;正蓝;;;;
乾隆;三十七;6;1772;6;奉天将军;盛京将军;将军;将军;从一;宗室;增海;1;;满洲;正蓝;;;;
乾隆;三十五;8;1770;8;黑龙江将军;黑龙江将军;将军;将军;从一;宗室;增海;1;;满洲;正蓝;;;;
光绪;二十五;3;1899;3;奉天府;奉天府府尹;兼管奉天府府尹;兼管奉天府府尹;正三;;增祺;1;;满洲;镶白;;前锋;;
光绪;二十五;;1899;;盛京将军;盛京将军;将军;将军;从一;;增祺;3;;满洲;镶白;;前锋;;
光绪;二十五;;1899;;盛京将军;盛京将军;将军;将军;从一;;增祺;3;;满洲;镶白;;前锋;;
光绪;;;;;盛京将军;盛京将军;将军;将军;从一;;增祺;3;;满洲;镶白;;前锋;;
光绪;十六;8;1890;8;副都统;齐齐哈尔副都统;副都统;副都统;从二;;增祺;1;;;;;;;
光绪;三十一;3;1905;3;奉天府;奉天府府尹;府尹;府尹;正三;;增韫;1;;蒙古;镶黄;;;附生;
宣统;二;3;1910;3;副都统;兴京副都统;副都统;副都统;从二;;墨麟;1;;满洲;正白;;;;
雍正;三;;1725;;副都统;齐齐哈尔副都统;副都统;副都统;从二;;外三;1;;满洲;正红;;;;
雍正;三;;1725;;副都统;墨尔根副都统;副都统;副都统;从二;;多奇纳;1;;满洲;镶白;;;;
雍正;二;;1724;;副都统;齐齐哈尔副都统;副都统;副都统;从二;;多奇纳;1;;满洲;镶黄;;;;
道光;五;12;1825;12;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;多山;1;;蒙古;正蓝;;;进士;
嘉庆;二十三;6;1818;6;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;多山;2;;蒙古;正蓝;;;进士;
道光;七;8;1827;8;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;多山;2;;蒙古;正蓝;;;进士;
道光;八;9;1828;9;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;多山;1;;蒙古;正蓝;;;进士;
嘉庆;七;1;1802;1;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;多庆;1;;;;;;;
光绪;三十一;6;1905;6;副都统;盛京副都统;副都统;副都统;从二;;多文;1;;满洲;正红;;;;
嘉庆;十四;6;1809;6;副都统;吉林副都统;副都统;副都统;从二;;多福;1;;满洲;正红;;;官学生;
嘉庆;二十三;1;1818;1;奉天府;奉天府府尹;兼管奉天府府尹;兼管奉天府府尹;正三;;多福;1;;满洲;正红;;;官学生;
嘉庆;十四;6;1809;6;副都统;熊岳副都统;副都统;副都统;从二;;多福;1;;满洲;正红;;;官学生;
道光;四;7;1824;7;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;多福;1;;满洲;正红;;;官学生;
嘉庆;二十一;10;1816;10;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;多福;1;;满洲;正红;;;官学生;
嘉庆;二十三;1;1818;1;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;多福;1;;满洲;正红;;;官学生;
雍正;七;;1729;;副都统;伯都讷副都统;副都统;副都统;从二;;多索礼;1;多索理;满洲;镶白;;;;
雍正;四;2;1726;2;副都统;盛京副都统;副都统;副都统;从二;;多索礼;1;多索理;满洲;正蓝;;;;
雍正;七;2;1729;2;奉天将军;盛京将军;将军;将军;从一;;多索礼;1;;满洲;正白;;;;
雍正;五;10;1727;10;副都统;锦州副都统;副都统;副都统;从二;;多索礼;1;多索理;满洲;镶黄;;;;
道光;一;5;1821;5;副都统;墨尔根副都统;副都统;副都统;从二;;多隆武;1;;满洲;镶白;;;;
道光;十;4;1830;4;副都统;黑龙江副都统;副都统;副都统;从二;;多隆武;1;;满洲;镶白;;;;
道光;四;12;1825;12;副都统;锦州副都统;副都统;副都统;从二;;奇明保;2;;满洲;正白;;行伍;;
道光;;;;;副都统;锦州副都统;副都统;副都统;从二;;奇明保;2;;满洲;正白;;行伍;;
道光;十五;;1835;;黑龙江将军;黑龙江将军;将军;将军;从一;;奇明保;1;;满洲;正白;;;;
乾隆;四十五;4;1780;4;奉天府;奉天府府尹;府尹;府尹;正三;;奇臣;1;;满洲;镶白;;;举人;
乾隆;二十;4;1755;4;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;觉罗;奉宽;1;丰宽;满洲;正蓝;;;进士;
光绪;二十四;7;1898;7;副都统;熊岳副都统;副都统;副都统;从二;;奎铎;1;;;;;;;
道光;二十;;1840;;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;宗室;奕兴;1;;满洲;镶蓝;;;;
道光;二十;9;1840;9;副都统;盛京副都统;副都统;副都统;从二;宗室;奕兴;1;;满洲;镶蓝;;;;
道光;二十七;8;1847;8;盛京将军;盛京将军;将军;将军;从一;宗室;奕兴;3;;满洲;镶蓝;;;;
咸丰;;;;;盛京将军;盛京将军;将军;将军;从一;宗室;奕兴;3;;满洲;镶蓝;;;;
咸丰;一;9;1851;9;盛京将军;盛京将军;将军;将军;从一;宗室;奕兴;3;;满洲;镶蓝;;;;
咸丰;五;;1855;;黑龙江将军;黑龙江将军;将军;将军;从一;宗室;奕山;1;;满洲;镶蓝;;侍卫;;
同治;六;10;1867;10;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;宗室;奕庆;1;;满洲;正蓝;;奉恩将军;;
咸丰;四;;1854;;黑龙江将军;黑龙江将军;将军;将军;从一;宗室;奕格;1;;满洲;正蓝;;辅国将军;;
同治;九;9;1870;9;吉林将军;吉林将军;将军;将军;从一;宗室;奕榕;1;;满洲;镶白;;奉恩将军;;
同治;七;4;1868;4;盛京将军;盛京将军;将军;将军;从一;宗室;奕榕;1;;满洲;镶白;;奉恩将军;;
同治;五;8;1866;8;副都统;锦州副都统;副都统;副都统;从二;宗室;奕榕;3;;满洲;镶白;;奉恩将军;;
同治;;;;;副都统;锦州副都统;副都统;副都统;从二;宗室;奕榕;3;;满洲;镶白;;奉恩将军;;
同治;;;;;副都统;锦州副都统;副都统;副都统;从二;宗室;奕榕;3;;满洲;镶白;;奉恩将军;;
道光;十五;2;1835;2;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;宗室;奕泽;1;;满洲;正红;;;进士;
道光;二十五;9;1845;9;盛京将军;盛京将军;将军;将军;从一;宗室;奕湘;2;;满洲;正红;;郑国公;;
咸丰;五;;1855;;盛京将军;盛京将军;将军;将军;从一;宗室;奕湘;2;;满洲;正红;;郑国公;;
光绪;十一;10;1885;10;副都统;兴京副都统;副都统;副都统;从二;宗室;奕澍;1;;满洲;正红;;辅国将军;;
道光;十五;1;1835;1;盛京将军;盛京将军;将军;将军;从一;宗室;奕经;1;;满洲;镶红;;侍卫;;
道光;十四;;1834;;黑龙江将军;黑龙江将军;将军;将军;从一;宗室;奕经;1;;满洲;镶红;;侍卫;;
同治;十二;4;1873;4;副都统;吉林副都统;副都统;副都统;从二;宗室;奕艾;1;;满洲;镶蓝;宗室;;;
道光;七;6;1827;6;盛京将军;盛京将军;将军;将军;从一;宗室;奕颢;4;;满洲;镶蓝;;袭镇国公爵授散秩大臣;;
道光;十二;3;1832;3;盛京将军;盛京将军;将军;将军;从一;宗室;奕颢;4;;满洲;镶蓝;;袭镇国公爵授散秩大臣;;
道光;十六;9;1836;9;盛京将军;盛京将军;将军;将军;从一;宗室;奕颢;4;;满洲;镶蓝;;袭镇国公爵授散秩大臣;;
道光;;;;;盛京将军;盛京将军;将军;将军;从一;宗室;奕颢;4;;满洲;镶蓝;;袭镇国公爵授散秩大臣;;
嘉庆;二十五;;1820;;黑龙江将军;黑龙江将军;将军;将军;从一;宗室;奕颢;1;;满洲;镶蓝;;袭镇国公爵授散秩大臣;;
乾隆;一;2;1723;2;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;奚德慎;1;希德慎;满洲;正红;;;;
乾隆;五;4;1740;4;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;委璱;1;伟璱;满洲;正黄;;;;
光绪;三十二;12;1906;12;副都统;黑龙江副都统;副都统;副都统;从二;;姚福升;1;;;;;;;
雍正;三;;1725;;副都统;吉林副都统;副都统;副都统;从二;;威色;1;魏塞、委色、魏色;满洲;正白;;;;
康熙;三十八;7;1699;7;副都统;盛京副都统;副都统;副都统;从二;;威色;2;魏塞、委色、魏色;满洲;正蓝;;;;
雍正;一;7;1723;7;副都统;盛京副都统;副都统;副都统;从二;宗室;威色;2;魏塞、委色、魏色;满洲;正蓝;;;;
康熙;四十九;4;1710;4;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;孙柱;1;逊柱;满洲;镶红;;;;
康熙;四十七;1;1708;1;奉天将军;盛京将军;将军;将军;从一;;孟俄洛;1;蒙俄洛;;镶黄;;;;
乾隆;四十八;;1783;;副都统;宁古塔副都统;副都统;副都统;从二;;安临;1;;满洲;镶红;;;;
同治;三;12;1864;12;副都统;吉林副都统;副都统;副都统;从二;;安住;2;;满洲;正黄;;;;
同治;;;;;副都统;吉林副都统;副都统;副都统;从二;;安住;2;;满洲;正黄;;;;
